UMAP_1,UMAP_2,Cluster
-1.3848672,6.8450174,0
-7.3146067,9.62992,7
-3.5489116,14.787994,9
-0.57439184,16.005585,2
-0.08410771,13.659199,2
-0.43278307,14.250916,2
4.5329247,9.211078,6
5.438282,9.82723,6
4.1507034,10.690368,6
5.4547243,9.736478,6
4.7420983,10.318773,6
-2.6630976,14.851718,9
-1.5319434,8.378171,0
-2.8088362,5.945377,4
-2.177099,4.5931215,4
-1.2580305,6.1752925,4
-4.726737,11.565535,9
2.6264963,10.545947,6
0.04371787,6.3469505,4
-0.23722352,9.233399,0
-1.6047925,16.012924,2
1.2474495,0.9842935,3
2.033168,9.684128,6
1.5785142,-1.1694514,3
-4.6692514,8.673439,7
-3.207709,9.722369,0
6.0082697e-05,16.072664,2
1.5085242,13.315033,5
-1.1695882,18.331572,2
-2.2982945,2.888184,4
-0.6046648,16.359125,2
-1.362507,7.7436566,0
0.23654851,14.087603,7
-0.3815084,16.342386,2
3.16282,8.307758,5
3.049762,10.054173,6
4.0067163,10.786675,6
2.974881,10.225257,6
4.104645,10.859327,6
-4.7466335,11.419871,7
0.15915528,4.559988,4
3.5409434,14.913859,5
-1.8320997,5.601065,4
0.9692475,13.537338,1
-2.0272899,4.2346673,4
-7.283398,9.583882,7
0.21177648,5.3814163,4
0.69863087,6.162544,8
0.91173255,7.2659593,8
-2.6549978,16.296875,2
3.1504679,11.771732,6
-2.1502125,8.206441,0
3.6411717,8.9034,1
2.9912455,9.472986,6
-1.7564405,5.7746606,9
-5.2405863,14.577871,9
-4.8244486,14.385958,9
-5.47404,14.79589,9
2.2330184,-1.1135582,3
-1.2769861,7.689184,0
-4.2089806,15.017591,9
-0.8022285,6.8357034,0
-1.9957207,5.6662707,4
-5.3388996,10.142216,7
2.8631237,15.249682,5
-1.7309744,4.671974,4
-3.5105412,13.602924,9
-0.23845604,15.689596,2
-4.521627,11.727088,9
2.4096055,14.889992,5
3.1766589,5.8533487,4
-1.8366541,7.534263,0
-1.0942416,5.396748,4
-3.3716168,13.630898,9
-5.0264664,14.368956,9
-4.966576,14.0255575,9
-4.3344955,13.681766,9
-4.6308784,12.266497,9
-2.075973,12.577187,6
-1.7665747,11.881514,1
-5.421686,9.845836,7
-5.1020694,11.768483,7
-3.4431946,11.269022,9
-5.8245687,9.097311,7
0.31172976,8.357214,0
2.2048466,8.614274,1
-0.9981586,8.744169,0
5.762514,6.845567,1
1.0378706,8.114,0
1.087467,6.916498,8
5.9445534,9.5518875,1
4.455865,10.420278,6
-0.5623512,16.297014,2
2.0758402,0.028294621,3
-2.9548097,15.454851,9
-1.7230456,6.0028443,4
0.5184302,14.657001,2
6.3544,7.8636565,1
-2.2594757,6.1526694,9
3.3593063,8.729273,6
-1.5836587,16.805002,2
-5.6473255,14.818199,9
-3.8941948,10.658927,7
-6.1030607,9.664538,7
0.67876863,12.263291,5
-2.5950089,12.095483,9
-1.5532093,15.20684,2
-1.2581332,10.561345,8
4.5408344,9.585838,6
-1.6820475,9.275936,0
2.2398744,13.498594,5
0.28783625,5.8317556,4
0.041175965,4.39064,4
-3.2886312,12.342032,9
3.926675,9.4698,6
3.4152167,8.269782,6
3.8912551,7.069159,1
-5.5641174,14.767027,9
-2.1837418,2.4384983,4
1.6058593,-1.4847642,3
4.043429,9.061498,6
-2.2697778,10.428848,0
4.857114,9.438072,6
-2.4820087,1.9659122,4
-3.8984187,13.399113,9
-4.0749183,13.545088,9
-3.6962712,8.709176,7
3.1557567,13.018602,5
4.5432777,9.847783,6
5.322188,8.526043,1
5.86446,10.991242,1
3.2071438,10.3654,6
4.417235,9.496103,6
-0.49686873,7.326634,0
-0.56949383,7.1650023,0
-5.1087403,12.909058,9
-1.8111165,11.748521,6
1.2184213,9.798345,0
9.639338,5.206248,8
10.555207,4.731039,8
-5.429097,13.664473,9
-2.0042975,4.7580266,4
4.5776124,9.705799,6
2.129715,14.746204,5
-0.063093185,8.27747,0
-0.53821594,8.785904,0
-0.12596346,7.7210402,0
-0.17562589,8.393376,0
-2.362895,8.727005,0
-0.9152956,16.242964,2
-4.4876738,12.954844,9
4.3486648,9.582601,6
-4.0138464,9.838754,7
-2.905655,6.1174455,4
-3.0782425,10.003403,0
-1.4689081,14.38778,2
-3.6017866,10.898984,0
-4.258156,14.553892,9
1.793841,-0.021379506,3
1.4760534,-0.41063866,3
1.7502934,-2.8072383,3
1.5938767,-1.4899623,3
1.6228563,-0.017229784,3
7.019591,5.189363,8
-2.7722557,11.818601,9
-5.5037394,10.786303,7
3.5119333,15.413581,5
-1.3262831,3.942487,4
2.098403,13.488706,5
0.4011122,15.153227,2
1.7424117,9.73028,6
3.6646352,8.524742,1
-4.391121,13.804923,9
-2.5144212,6.528021,4
-2.20211,10.510828,9
2.2242086,13.339237,5
3.8591092,15.190245,5
-4.296234,11.113722,7
2.6582353,0.47889438,1
6.8299556,7.6957836,1
2.6050313,0.62906003,1
4.713301,6.500708,1
0.59984505,6.501428,4
-1.3521639,3.1614318,4
-1.1126653,16.43725,2
-5.3276362,9.432342,7
-2.7954912,6.3558583,4
-0.932209,16.231962,2
-2.0689743,15.244745,2
-1.1331073,17.71372,2
-3.036621,8.861916,0
-1.1405948,9.735238,0
-0.7946888,9.010517,0
-4.3781,12.908122,9
-0.09018985,13.7138195,5
-0.77993184,9.675045,0
-0.73999345,10.312019,0
-0.45574775,7.0225596,0
-2.3029926,15.407394,2
-0.2960336,16.097918,2
-0.3630719,14.210779,2
-0.2320064,5.944768,4
2.354693,13.194366,5
-4.179427,11.715281,9
3.6350121,8.604837,1
4.778015,7.296765,1
1.0815362,0.8922419,3
2.003726,7.469867,8
4.2712607,7.448868,1
3.785711,7.7465615,1
2.126519,8.633137,6
3.9529529,10.0878105,6
-4.35104,13.471343,9
-2.9436228,11.951913,9
-2.238032,11.010979,0
-2.0753603,8.141318,0
4.067447,13.1179495,5
-0.39346507,15.406804,2
-4.1965356,14.719288,9
1.6829793,14.89303,5
4.7720733,10.84621,6
3.3820696,10.163939,6
3.4241493,10.194766,6
3.2803857,10.002448,6
3.396177,10.174798,6
3.422998,10.275866,6
3.486595,10.209269,6
4.050662,7.6894217,1
-1.286015,16.219442,2
-3.745173,13.845167,9
-5.1893363,13.895186,9
-4.471949,13.497616,9
-5.4495845,11.154102,7
5.964812,9.58703,1
-1.2559037,6.417835,0
2.923967,14.246428,5
3.1306171,15.050062,5
2.4953399,15.033762,5
4.7980075,13.570658,5
1.8937876,-1.8839812,3
-1.9769845,15.454685,2
-1.3791094,16.783823,2
-1.0249063,3.9909818,4
1.6046418,-0.7249768,3
4.14424,11.278968,6
3.4613347,11.445239,6
-6.2849965,10.067349,7
3.551367,13.422031,5
3.0111923,15.628542,5
-0.7131092,8.585066,0
-1.1784029,7.8495626,0
-5.194674,9.536159,7
4.252733,9.710932,6
-7.5292225,9.760712,7
1.7228311,-2.2784564,3
1.2522973,0.4927776,3
3.773922,11.350932,6
-2.8473647,5.2684627,4
4.2562327,7.8770285,1
4.685628,8.989889,1
5.1761684,10.873609,6
4.283192,11.618143,1
-4.4536266,10.441156,7
-2.1909964,5.229377,4
-2.5328739,15.164215,9
2.8365746,12.791035,5
-1.7512174,4.811746,4
-5.4171305,14.093474,9
-2.969152,6.4774733,4
-5.670412,10.906901,7
-1.7290117,6.075365,4
-1.4608629,16.938482,2
-0.89769566,15.012338,2
-0.981636,14.575826,2
-0.63874114,14.397046,2
3.4714959,6.5859733,1
-0.97121704,4.9107375,4
7.036203,8.806141,1
2.376665,13.447027,5
-3.4648316,11.326036,9
-0.9770756,7.383111,0
-3.1622372,6.900646,7
-3.5014708,10.024369,0
-0.5224875,15.1749525,2
-2.4849806,9.44536,0
4.8705964,8.492147,1
5.9161596,10.92381,1
2.4341984,13.877726,5
2.5626214,13.89205,5
3.2243814,15.632166,5
-3.4821959,11.898693,9
-5.2124777,13.468334,9
-2.6308336,11.8275795,9
2.9948645,9.950154,6
4.2408357,10.476198,6
6.2839775,7.6590524,1
4.598135,14.200951,5
3.8858385,13.567329,5
-3.3724794,13.105799,9
-0.44003585,6.413861,4
-0.8917515,5.4866495,4
-0.74768275,6.540259,4
-0.5309723,7.713999,0
3.9595926,10.162522,6
3.6932096,8.602832,6
4.39952,9.9605,6
-5.258591,14.728112,9
1.71139,0.7329039,3
1.5996549,-1.0849128,3
1.6831256,-2.9403627,3
-2.6897542,6.953187,0
-6.2528644,9.862058,7
7.6525793,5.327954,8
-2.6686854,6.8967094,0
-4.671463,14.038276,9
-5.7024593,10.521908,7
2.851217,14.590023,5
7.129184,9.157635,1
2.4042444,9.1631775,6
-2.5164788,14.541911,9
1.359364,14.400858,5
-5.465173,12.258957,9
-2.2623072,14.542564,9
-2.1980207,9.5730915,0
3.4540985,14.313501,5
-3.3806999,14.568443,9
4.461216,11.294795,6
-1.3770742,18.966106,2
0.69119465,9.510267,6
5.350637,10.340429,6
-2.846798,12.236524,9
-1.4727213,12.725427,9
-1.8082249,14.755211,2
2.4199598,11.824893,5
-7.217692,9.867126,7
-4.824031,14.522953,9
7.455196,9.442139,1
5.494734,11.825526,1
4.254244,12.097347,7
-5.7131357,10.142797,7
3.8562994,15.031218,5
3.868731,6.2490764,1
4.808812,9.959539,6
4.2470713,9.557092,6
-5.6439524,10.031157,7
-3.440831,10.694081,7
5.1127224,8.269401,1
6.587818,7.536315,1
-6.1649427,9.831531,7
5.884921,11.115059,1
7.145785,7.7711506,1
2.5160124,14.558063,5
2.191935,13.837467,5
2.4444268,14.776667,5
6.508087,6.97335,1
6.7128825,8.862491,1
6.434556,7.852789,1
-5.199509,10.90703,7
4.1969028,15.937077,5
-0.9533989,14.807962,2
-1.9601079,7.590735,0
-1.8016973,12.196238,9
1.5703293,-2.6261916,3
-1.9693518,16.707916,2
-2.5346694,14.873316,9
3.3301318,11.675417,1
2.8014324,11.612963,1
-6.356913,11.099763,7
0.89264137,13.590654,5
-1.964166,10.385125,0
-2.7066405,10.453222,0
4.0136847,12.244913,5
2.8227093,11.10252,6
5.523815,7.6926413,1
-5.49538,13.057408,9
-5.8341026,14.9484005,9
-2.2847517,14.268043,9
-4.1523647,7.756419,7
4.9831223,9.483279,6
-3.1949294,13.614179,9
-0.49810624,4.182442,4
-2.7114525,5.6453314,4
3.5165217,11.720761,1
-1.507098,3.1583214,4
-1.164806,4.67969,4
-0.9716592,4.5921407,4
-0.9988298,5.107063,4
1.6565927,-2.4611359,3
-0.36834487,6.0307183,4
-0.6974068,6.568016,4
-0.34713802,5.5112143,4
-0.17900832,6.5247025,4
6.575016,9.136861,1
3.3983514,10.58782,6
-2.980926,15.650578,9
-1.8043623,5.949781,4
4.5216393,12.415243,5
-3.5342543,11.078667,0
-5.1250587,10.691201,7
-1.5850964,10.648597,0
-2.4052956,14.402992,9
2.4936259,0.10740868,3
-0.12535566,8.646886,0
0.16529053,8.391629,0
-1.2893268,17.974096,2
4.1344233,15.896673,5
-2.5444698,6.2091765,4
-1.0057979,7.005489,0
0.20424363,8.45294,0
-3.0861719,2.1265626,4
-1.4961644,8.1273575,0
-1.3032749,8.242332,0
1.3590333,13.649755,5
4.2455516,10.507656,6
4.9285755,10.731611,6
4.9039893,10.697483,6
4.0880227,10.41774,6
4.638724,10.00555,6
4.451654,9.015685,6
-1.8772404,8.068738,0
4.539557,10.829658,6
-4.372286,9.27939,7
-2.7582724,15.55858,2
-2.3642144,14.308898,9
-0.70372736,3.9948726,4
-0.7225394,17.071491,2
-0.11571288,16.119558,2
-1.2267629,14.701056,2
-5.102673,10.805218,7
-5.1258097,12.511926,9
3.2147956,9.056106,6
3.8379073,10.228967,6
4.052141,10.563596,6
3.4424725,9.170999,6
3.3951514,11.297222,6
2.7191653,9.120079,6
2.7133613,9.15128,6
2.6628797,9.101681,6
3.0590453,9.59038,6
2.1693413,8.775396,6
3.4720855,12.707207,5
-1.5748597,4.0565796,4
3.0916936,11.989324,6
3.5548096,10.788894,6
4.3400173,10.480603,6
3.6854491,10.073326,6
-3.8512764,15.476251,9
-4.9509697,13.904491,9
-5.25477,10.356112,7
-7.1865964,9.584828,7
-3.9732459,11.152664,7
-1.3770607,5.8398705,4
5.145596,10.607681,6
5.6542463,8.382989,1
-0.26916745,14.025212,4
5.878226,6.933699,1
3.1036155,11.746386,6
-0.14749394,15.851232,2
-2.7318497,10.660316,0
-2.0940194,13.920381,9
-2.2192824,14.243316,9
-4.766012,14.244643,9
-2.242904,14.927487,7
-4.2948604,13.634701,9
-0.5874943,16.148148,2
3.1090243,6.5345416,4
-1.8015889,7.1193,0
-4.721328,11.419731,7
2.2113907,13.751413,5
3.7720122,13.733184,5
3.5937037,12.206588,1
-0.64019036,16.729036,2
2.8805544,14.080955,5
-0.62271416,15.207534,2
3.0176842,9.381962,6
6.390852,10.439472,1
-0.76779807,9.227921,0
4.463233,7.8848324,1
-2.3875272,1.933341,4
-1.9389669,5.4862337,4
2.3755605,-1.1097473,3
-2.1848953,2.434541,4
1.9024407,0.33077586,3
2.1485698,-1.2595557,3
2.2563593,-1.2907922,3
0.33938354,4.5026155,4
5.3603354,7.259843,1
4.7220645,6.565898,1
5.692184,6.9674783,1
-1.2492104,7.440728,0
3.2351959,13.757793,5
4.490481,7.4878316,1
-4.964969,9.616983,7
-0.8766248,13.016115,9
-2.7932744,16.142956,2
-1.6166414,11.113825,9
-1.4087659,2.9827704,4
-4.4712663,11.484793,9
2.0456958,9.948097,0
-3.556897,5.515457,4
-1.329082,5.1052804,4
0.6561873,9.118868,0
-2.839622,11.912405,9
4.3884387,9.123106,1
-0.725494,15.672181,2
-2.3147779,3.9871194,4
-2.5018349,15.777218,7
3.1765764,6.2416196,4
4.16511,9.900466,6
-3.3874369,9.556698,0
-1.425183,19.236107,2
-4.8026953,11.516068,7
-1.7402222,3.022105,4
-2.9590552,5.6439533,4
-2.2432327,12.465624,9
1.80715,14.697315,5
-7.4087315,9.647631,7
1.3778952,13.525873,5
-1.2712538,7.570443,0
1.6755887,13.627071,5
4.3911457,13.25666,5
4.6178064,12.100668,5
-3.5861866,15.273231,9
2.586153,14.595509,5
-4.6315956,12.491972,9
-2.8199172,7.733133,0
4.1643834,10.834205,6
-3.109664,15.620384,2
-1.6248276,7.9868093,0
-1.1342661,7.2898183,0
-1.3029689,6.409214,4
-0.79658467,7.4553127,0
4.2048974,7.6765256,1
-3.2096152,8.935011,0
8.923982,4.4540143,8
4.0975585,10.764073,6
-5.967085,9.180464,7
1.0584455,5.202144,4
1.5539982,0.40046906,3
4.5002756,10.942959,6
11.330907,5.081158,8
-2.6400647,14.959869,9
-3.4411283,14.369207,9
1.4026725,14.789246,9
-0.80601126,15.2083845,2
1.0804087,0.18119486,7
-5.8724017,9.176377,7
1.0429808,8.314267,0
-5.1787004,12.867647,9
3.8530657,9.770604,6
-0.940565,17.149763,2
-0.7752132,15.836579,2
-0.66163516,17.432919,2
-2.4697654,15.830234,2
7.5693846,4.738187,8
7.3114634,5.144817,8
12.66786,5.668961,8
-1.5294553,16.46792,2
-2.2890918,16.08712,2
-5.68074,10.079484,5
-1.4598202,3.2675076,4
5.599162,10.345252,6
-5.3492966,13.406909,9
-4.5802555,13.725706,9
3.6244476,12.491733,5
6.6853957,5.799926,8
-3.9682055,15.188194,9
-2.2894719,2.9686894,4
-0.6530883,4.1872077,4
-4.9330325,12.257746,9
-1.8445748,10.430454,0
-2.4959104,14.675549,9
6.0688515,6.8285046,1
3.2946043,6.365226,1
-1.5251312,4.7903147,4
-0.2033507,15.397878,4
-2.6721969,7.2108016,0
1.8917474,9.3503275,6
-3.0301917,10.411316,0
-3.3969305,9.634,7
-4.6414123,12.872088,9
5.9366183,8.486042,1
-1.5402462,10.326004,0
-2.0554788,13.891246,9
3.915367,10.018275,6
0.23964782,4.2782526,4
-1.0212305,9.599646,0
-1.8707159,11.231486,9
-1.0310711,10.018839,0
-1.3595334,9.940417,0
-1.5867674,9.522279,0
-0.8959388,3.1310122,4
-1.0216918,16.61654,2
-1.381572,15.905348,2
3.7329538,8.664742,6
1.4855608,13.386279,5
-2.8405519,11.97272,9
5.315592,9.206462,1
-2.213095,14.159266,9
-3.0932817,11.71785,9
-3.6583133,11.788429,9
-3.7848384,12.583041,9
1.1934903,13.222139,5
0.9933264,13.03339,5
-2.7257245,4.4622245,4
0.23144509,12.75344,5
0.99672204,14.230425,5
4.3339825,9.909324,6
-1.9323056,15.444627,2
5.413195,12.002617,1
6.438674,10.956276,1
-1.616992,14.313469,0
-3.5195801,9.42581,7
3.7155018,10.273711,6
0.95878,9.6356735,0
4.0052786,10.407945,6
0.21696122,6.1780195,4
4.549622,10.576494,6
3.9783416,12.528107,5
-1.1527146,14.653181,2
-1.3624486,15.768446,2
-1.1123666,14.943985,2
-0.63786954,15.01514,2
-0.69604796,14.835455,2
-0.8051366,15.674669,2
0.8965389,11.993104,5
-0.38700864,6.1990914,4
0.9397164,11.804682,5
0.08046618,9.813527,5
2.4513223,-0.3204953,3
4.8447347,11.019363,6
-0.38807687,3.9141285,4
1.7826421,1.1600378,3
0.29363036,7.429697,0
0.673561,6.776696,8
0.42256355,7.7738285,8
0.3519526,8.033095,5
0.6939432,6.9782467,8
-3.3439746,13.594678,9
1.4033028,0.06930817,3
-1.0238581,8.654983,0
-1.3127244,8.465597,0
-1.2642837,8.524216,0
-1.1801982,7.1916018,0
3.5251284,6.6795077,1
3.2721956,7.2241344,1
0.041866478,6.092731,4
0.15718088,6.3755274,4
-1.0040636,17.600607,2
-1.154171,8.620483,0
-3.454836,13.196346,9
1.8579556,7.475495,8
-3.2851124,10.9394,0
-4.0375113,14.025335,9
-4.8380256,14.395039,9
-1.8898638,16.644016,2
-1.4753122,4.3627024,4
-2.9072676,15.457518,7
-0.7205968,9.1514225,0
-3.7882085,12.951545,9
-2.6873465,11.559604,9
-4.8009796,8.634553,7
0.8755686,12.735545,5
-2.6630497,9.634449,7
3.8125992,6.7156386,1
-1.306549,3.2557645,4
2.3361337,9.439445,6
3.442262,7.697167,1
1.9855454,9.247025,6
-0.5728367,4.828131,4
-3.1004748,12.074745,9
6.559293,9.299356,1
6.282768,8.533692,1
-4.225638,15.013842,9
-1.4130992,8.766916,0
2.1863575,9.764757,6
-5.698553,13.275086,9
1.2277737,9.252913,6
-6.421047,8.991937,7
-1.4195516,19.15825,2
-2.3778558,15.424271,2
-2.8245618,13.67928,9
-5.3946033,11.214738,7
-1.1145147,9.804796,0
-4.6372175,13.615716,9
2.1479893,9.82843,6
-3.8548048,12.321137,9
-3.837635,15.075702,9
5.6225986,7.5829706,1
9.617106,4.3827205,8
9.137339,4.30636,8
-4.894029,11.559614,7
4.642024,7.0305014,1
6.7388616,5.143061,8
5.5440545,8.185533,1
4.439345,7.12337,1
4.184148,6.446925,1
-2.4995193,5.6103673,4
-1.644748,7.115158,0
-3.265923,15.269738,9
-2.4736307,6.887644,0
-2.3291085,5.8476977,4
-2.828241,12.11631,9
-1.656069,10.963442,9
-3.6546793,12.142716,9
-5.2307596,14.38052,9
3.6060133,9.235579,6
1.7416302,10.155553,6
-1.4293038,15.672439,2
-4.816642,12.2357855,9
-1.8961323,15.340463,2
-2.0825136,11.311038,0
-2.2705786,11.644535,9
1.4672488,-1.5757251,3
-1.7095703,9.351356,0
-0.39271647,15.175153,4
-6.2962203,10.7420845,7
-3.1395793,2.1903422,4
-2.2348354,3.4179237,4
-3.8423662,7.0002055,7
-2.5365736,2.765443,4
-4.3400917,7.673203,7
1.6542046,-2.2377958,3
-3.215044,15.163972,9
-1.9476068,16.836933,2
-2.5618994,2.722555,4
-2.7976394,16.159927,2
5.29864,11.9190035,1
-3.9475825,10.069384,7
-3.1164696,14.738445,9
-5.2244687,12.11616,9
1.6365017,6.6066704,8
-2.6043692,11.857305,9
-2.6168802,7.905272,0
-4.9409356,14.397906,9
3.5598238,15.50891,5
-4.7900925,11.633533,9
-2.5977519,4.8424706,4
-0.7005876,6.2507424,4
1.794312,13.257885,5
-2.9192667,12.399272,9
-5.0225005,9.028514,7
-1.5107297,9.657481,0
-3.3151824,10.171972,7
11.072202,4.9690676,8
-1.1980667,5.76901,4
3.4299097,11.341657,6
6.4998,5.6556606,8
4.5245247,9.034427,1
4.735797,7.6959352,1
-1.1304934,9.746576,0
1.5010813,13.451771,5
0.83744776,6.9854198,8
10.870287,4.88354,8
-3.637228,6.4907913,7
-0.40982866,9.186779,0
-1.3737595,5.817559,4
2.4957018,13.121648,5
4.220383,10.478484,6
1.5916461,0.20689403,3
1.6384596,0.3471857,3
9.974869,4.515917,8
0.36705852,9.060624,0
0.3632131,9.088432,0
-5.4990406,11.896967,7
-4.21321,11.965913,9
-2.5809412,6.0540304,4
3.173527,10.36659,6
-5.235816,13.767628,9
-0.5123897,8.54273,0
-1.6636186,8.792873,0
-1.6865451,8.724947,0
-1.4175397,8.819608,0
12.205018,5.485463,8
4.1297674,9.640105,6
3.9989417,10.053435,6
3.332619,10.162959,6
-3.9323032,8.791676,7
-4.78255,13.953201,9
-2.5079796,12.951331,9
-5.644492,9.405802,7
1.1945031,-0.2134002,3
5.0657535,13.662313,5
-5.3226156,12.267735,9
1.5077654,13.258182,5
-3.852941,15.185844,9
1.5592121,14.54398,5
2.8343065,9.983359,6
-5.1941185,11.586887,9
-3.2366188,15.927119,9
-2.8675961,14.175707,9
3.8727376,9.611645,6
3.155331,11.984927,6
3.73585,11.47265,6
-1.2856991,3.0557246,4
1.6828748,-2.2873108,3
1.6000775,-2.9814079,3
1.5983733,-2.7899454,3
1.3391582,0.50357544,9
7.4657197,9.090331,1
-4.4392586,8.87722,7
2.8820713,9.034427,6
-1.0505189,18.049175,2
-1.1103026,3.571385,4
-3.0249162,15.194391,9
-1.2335088,6.725025,0
4.4007,9.045319,6
3.9848142,9.206608,6
4.30406,9.207567,6
3.782302,10.26364,6
4.4971504,7.3640943,1
1.0623347,9.493247,6
-6.296265,9.196413,7
2.492182,13.53298,5
0.37021226,7.357284,0
12.882269,5.7563844,8
-2.075055,11.285173,9
-2.0416715,10.725035,9
-2.3265269,13.063069,9
-1.5846636,11.599871,9
3.9336557,15.607733,5
-4.6674786,8.799451,7
-5.2114315,9.998031,7
1.3115757,0.060508467,3
0.91097903,12.319875,5
-4.211848,13.652767,9
4.64301,10.030334,6
7.543792,8.132527,1
-5.571391,12.013353,7
4.1282744,16.009893,5
0.19871445,12.731158,5
-2.3328447,9.936568,7
-5.535837,14.514371,9
-2.4276953,9.196385,0
-3.2294812,2.397283,4
-0.9285025,16.595291,2
-0.79188746,16.345741,2
3.6543224,15.551931,5
-1.6423801,3.364722,4
-3.8097034,15.164683,9
-0.86686736,17.160255,2
-4.618687,14.517264,9
-1.8368785,7.5639315,0
-1.8360443,16.57425,2
-0.8172729,5.1290426,4
-1.656813,18.324963,2
6.0669103,9.419821,1
-0.83366984,14.862937,2
-4.103614,11.470991,9
-4.600796,13.178443,9
-1.5313678,3.46424,4
-0.8726277,4.958776,4
3.8733144,12.910631,5
-4.353464,8.920101,7
3.9025319,10.6447935,6
4.222718,10.2181425,6
-2.217941,15.092144,2
-0.7782453,3.5012834,4
-0.86319673,3.608258,4
-3.8792763,7.0102158,7
-5.3250523,13.768399,9
2.1611655,10.215765,6
2.3675218,9.050928,6
4.472494,10.312159,6
-4.568251,11.779027,9
-4.2189164,9.594122,7
3.2658317,10.782614,6
3.9799254,11.925633,5
2.0509527,-2.6381838,3
5.5051813,10.118752,6
-5.432921,9.208169,7
-5.5139813,9.856632,7
-4.036648,12.524363,9
3.158287,10.35505,6
3.2825677,13.968929,5
5.948334,11.202483,1
12.810986,5.7127533,8
2.7644606,13.207475,5
-2.4128745,6.6473284,0
-0.8551146,16.780663,2
-0.8779285,16.942728,2
1.1837561,13.386129,5
8.32827,4.171526,8
-2.3856254,15.681216,7
1.9748639,14.447196,5
-0.70069087,16.926746,2
-2.2459333,14.16474,9
1.479414,-0.81034136,3
-4.1795115,11.997411,9
-2.753427,14.308814,9
4.0266495,12.544458,5
-1.4345431,3.2267942,4
-5.9061227,11.522866,7
-4.6118436,13.672076,9
-3.2434509,9.784358,0
2.9617367,9.721405,6
3.1879728,10.396825,6
-3.975306,11.304523,9
-0.9411852,6.0125074,4
3.9504151,9.639198,6
4.229029,9.986085,6
3.4075289,9.615889,6
0.39646015,5.2515655,6
0.9364405,5.425235,4
3.3980012,10.199814,6
-1.3451402,9.830545,0
-2.111184,4.6592436,4
-1.8826773,2.8968456,4
-2.5232637,5.70889,4
9.332127,4.6892333,8
1.4519619,11.109296,6
3.331434,14.758777,5
2.174268,14.345817,5
-4.11909,13.2381315,9
4.8107524,10.196967,6
5.541487,10.0578,1
-3.281617,9.573164,7
2.4354224,7.7550874,1
-3.2977784,13.533509,9
-6.2133117,10.822692,7
3.224218,5.7643113,4
-1.9926378,4.719421,4
-1.3844815,14.612386,4
-6.417946,10.554867,7
-3.1751778,10.481387,7
1.3031709,14.514035,5
-1.892701,5.2802625,4
2.7046947,15.098846,5
-1.93867,14.111693,9
-0.8560105,6.97515,0
-4.271114,13.312971,9
-1.7764552,8.334688,0
-0.35838044,6.825502,4
-0.10561682,6.3757763,4
0.35064927,6.9010363,4
-5.104427,13.5981655,9
3.2119188,10.654011,6
1.8653171,14.522722,5
0.9695184,13.918682,5
2.954857,14.214519,5
1.3821572,6.956515,8
-0.6321598,4.800021,4
0.8867077,6.9178247,8
-5.1245003,14.140338,9
-2.2934406,13.10691,9
-1.6924438,17.006426,2
-0.21663214,14.884149,2
0.038284197,15.2508545,2
-1.1469134,15.944001,1
-0.17568868,16.599329,2
-1.1632433,18.288319,2
-0.31109715,16.411196,2
-0.31714198,16.458523,2
-0.8184126,17.049242,2
-0.16758384,15.829395,4
-3.171381,15.453061,9
-0.9423438,17.503286,2
4.896874,10.744196,6
5.1905794,9.898542,6
4.93408,10.216162,6
2.114069,13.078837,5
-1.0910193,14.964766,2
-2.0628502,4.5639567,4
-1.180751,8.101076,0
2.9474185,10.723483,6
-4.7147965,11.485227,9
3.5183654,10.536396,6
-3.4411552,14.172309,9
-4.9017735,12.070566,9
-3.5921302,12.166297,9
-4.1155233,13.345946,9
1.5817376,14.640336,5
-3.717926,13.882573,9
-5.481365,9.20299,7
4.196785,8.349369,1
0.85561246,9.073751,6
-3.8027713,6.3830867,4
-1.4184728,4.734015,4
0.5022403,14.847043,2
-2.0758958,14.321775,6
0.5191361,8.93014,0
-0.8622967,14.611609,2
5.0337567,10.291203,6
-3.3784907,9.883183,0
-2.0001912,11.017092,9
-3.4589958,10.994532,9
-0.78751856,7.551871,0
2.107912,-1.5313228,3
2.8765788,10.948875,6
4.8861585,7.0509243,1
4.961247,10.226989,1
3.434072,15.163985,5
0.6959804,11.776991,5
-2.4861424,1.9678581,4
-1.9878993,15.231891,2
-3.9199278,9.050656,7
-2.6081676,16.812126,2
-4.8078885,8.989024,7
-5.55072,12.707089,9
-2.4639192,16.573563,2
-0.46994424,15.350237,2
4.2116776,14.432938,5
4.961803,7.7689714,1
-3.2096958,9.200617,0
-2.4186285,9.527388,0
3.4986582,9.19041,6
10.321037,4.5798774,8
-3.3861675,14.343265,9
-3.1505563,13.45993,9
-2.9573376,13.422965,9
4.704168,10.364955,6
4.424377,10.583444,6
-2.372279,5.2538166,4
2.342456,15.011831,5
3.1494606,5.3421574,4
-6.944077,9.468778,7
4.045612,9.477734,6
0.13247974,6.963222,4
0.059580017,8.186913,0
1.4927508,7.8899455,1
1.7457484,7.8793983,1
4.2357388,7.8831005,1
1.002218,7.927405,0
0.38056362,8.573497,0
-4.1155925,13.892513,9
3.4931133,5.3801436,4
2.5321217,9.991412,7
3.3459516,12.180532,5
2.9745827,14.213597,5
-4.757805,11.186196,7
3.9023657,5.902716,4
0.0921101,10.891731,0
0.4292653,5.091448,4
